0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2.5686555425750948,0.2971885092475699,0.2706149324443093,0.8691080992975238,0.7700409296727209,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
0.06986336807567502,0.23460208581238962,0.26668836484695524,7.711065561647876,0.12874218529254886,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0
1.713896737186004,0.35710850452214404,2.6505310956891126,0.017779015178083286,6.034665266078036,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
2.7174280924909757,4.604181482784686,8.862213000369405,7.840202127475216,0.1470016531369101,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0
0.3891049735129297,0.8376401984631409,0.4857269828614016,1.3063561780866169,5.354315788454986,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0
0.9716274537371019,1.3185093560000904,1.4442574698509054,1.0722404000668813,3.1471043703134,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
3.214924779043419,1.8867447752491473,1.7008907618650624,0.8376117434365952,0.4306440135791883,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0
0.8744350519041385,3.1679642925041938,3.9942123132740663,4.782682410088706,0.5324764557869065,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0
7.180009974516034,4.120711161256162,5.338184704549359,1.1471593854746502,0.7167162709654369,1.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0
0.8534624933070815,2.809847666334634,8.508598558853663,6.4792067062653445,0.835313283021914,1.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,4.0
7.427703164071133,4.796129721016717,7.063842709917098,1.4341096548491432,4.295529063600625,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0
0.4649683655781339,0.504857599210975,2.6935687746110455,4.19209752882679,0.9571014284934041,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0
2.9412415846172753,1.0989965213125417,3.9609009468573246,5.374003444285056,0.3504700506004204,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0
3.2975780891866737,4.564787293365518,5.734538910272933,1.645884481660839,4.604571769114536,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0
0.5626929768070966,3.382498704440666,3.0643095027084586,2.23020209066285,0.990585819673381,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0
3.361551936131788,0.6492401830279377,0.3273082819525506,1.0247097745054292,2.649027076431769,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
3.8076778984323916,1.1953698844291283,2.767033687405659,2.6945187892649654,1.7608024647052214,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
4.048634221081087,4.928819100136067,3.1848363402952247,1.9722794992465318,3.833881068067761,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0
0.4593510521961699,2.7195330038079186,2.6046327783872476,0.4927140144494185,1.112901051024463,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0
3.7236966724442215,2.7981748948735454,4.306435940725175,3.141579923206181,1.7610245610434965,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0
0.5328120090774436,2.9294644979544575,1.854467327961319,1.19705127387049,2.7102577478825847,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0
0.03383399309378161,4.16849965688334,0.20650168683262116,0.1758205940827978,8.784943083527454,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0
2.196041469890786,0.22340836833316954,0.09548740312430014,0.22944287435732338,0.9355564774800749,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
10.672612151334702,4.582688570215177,0.9956890050173273,4.168414153409206,7.407171729062945,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.128284329568325,0.06472348226180717,0.023227395363492363,2.5151452605556983,1.3436597839891402,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
5.60161723443527,6.623183191593267,2.110903124334413,2.542797345455929,5.153345875854058,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0
0.1404925811911608,1.6088050150471522,1.577360051055729,0.60487580192554,0.6347826656348443,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0
8.39145415978649,0.8936178320286514,6.989292484477046,1.3585501265834075,4.942402969397355,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0
2.096823947864051,4.876503682472978,5.116621619084867,1.5406640929750728,4.875209370356746,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0
3.354925391456391,2.9939031098765074,1.4171764849619537,1.445452232720971,4.3885640475738,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
0.579875253416235,1.4410498123881257,2.513541511018489,0.5127240312229093,2.2235337121478294,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0
5.815249827120091,2.4734394321590165,15.692719177265964,2.772901552022365,6.214341524329242,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0
5.047670214115836,0.9759839576055049,4.184375566223775,5.183434557334191,1.3180407365119895,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
1.1892480555420728,3.1866015702756245,1.2151840799205578,3.625282581288743,5.424784329312255,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0
3.0369044951790563,0.03371212803685901,0.6922044307575832,3.6450684468265777,0.8876049696999337,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0
2.0072062977193172,3.7139850957822746,0.44793797520689804,0.5448626572193922,3.6073787365890118,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
3.1018511363740453,2.186235472465956,1.410556934269176,0.3886157208795,6.378271859349654,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0
3.9424217258724625,4.93011146827189,0.8440164470216632,2.2562220484255735,2.881737353383663,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,3.0
4.033037162211118,1.9687784058882314,1.5685924549158181,1.3774637898236568,0.3581792428057007,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0
0.9969674186180877,3.0514898949478724,3.1042890958956395,3.3512656693507195,3.041710756061783,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0
0.0945907704269433,1.3073986597604437,1.7239454929729754,1.9437338429383082,0.0016798810775314273,0.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0
1.6403484211844375,0.6895430502383093,7.762196328123652,0.5670753010985325,9.240994068255327,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0
3.7566093250185433,2.8749596772459416,1.1965731233932846,0.49768344443861845,3.03615767462294,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0
0.6972687226763231,5.323276359077516,0.9850928206232801,0.0790657662158331,10.062620511405918,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0
0.6156438981417958,0.530414894975082,6.099660330313896,12.733650564501453,0.015457843902579047,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0
4.105918788261803,6.381825204713591,2.324734607608703,0.2344946828187126,5.233674224919034,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0
0.013768851098785808,2.3958035758771477,0.18346847313945885,8.764279244177349,0.47891862329624785,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0
0.8508239036021769,2.542360722013444,12.843606337677716,5.7635721378531635,1.20743931345774,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0
1.6059521508134456,0.5269751959950248,3.867964684927525,3.2651387279304234,0.08716441936998946,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0
5.729991617162654,0.3416145265928564,2.676494450825195,4.69708788906572,0.06225317731437588,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0
2.7036948093408126,5.604251913011628,1.275517998415011,1.6867251131297945,3.8388160597382583,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0
0.3547283156404192,3.4240005656026247,0.4531194978357898,1.3872364295937247,1.5016248356306359,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0
4.096905837699653,3.420054313891022,1.148373173081044,0.6739330727130275,10.499078760898701,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0
3.386389341674936,0.2545524904582723,0.853436033600578,8.769323709326521,4.495417133715465,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0
10.513156881784287,0.88814192584058,1.3519841055092008,2.8170323177047125,2.505225557789373,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0
0.07749240622542156,4.891686444533222,0.0028585539630240505,0.00838169363301036,1.6264523926237207,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0
