0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
,2.0017692961477396,5.441707593727245,,0.958187014615719,,6.326310276084991,1.1159834079097095,,3.1883081090679752,1.0,0.0,,,,1.0,0.0,1.0,,0.0,3.0,,,,2.0,1.0,2.0,,1.0,3.0
0.06256833742498263,4.757767643560465,1.658094397977522,,3.9878772204769577,,,,3.062805020388727,7.789202949628002,1.0,0.0,,0.0,,0.0,,1.0,1.0,,3.0,,2.0,2.0,,1.0,,4.0,,2.0
0.3212145570373361,5.999635749029143,6.094867834217366,,2.3497311500175866,0.09797628593494942,,1.6156246239607195,,,0.0,1.0,1.0,1.0,,0.0,0.0,,,,,,,3.0,2.0,1.0,,2.0,0.0,2.0
0.0434807263629266,5.036989046246894,1.958092512296191,,8.361124443859053,,7.760667641860171,0.7935919445394617,,,,,0.0,1.0,0.0,1.0,1.0,,1.0,,,1.0,3.0,,,1.0,2.0,2.0,3.0,
0.9124033698857492,1.936323212203703,6.332600276199934,,,1.7518835413232625,,0.9807675291462412,,0.5687548562072119,0.0,,1.0,0.0,0.0,1.0,,,,1.0,2.0,2.0,2.0,,,,2.0,2.0,3.0,
6.749744110113504,1.0918348268509923,,0.3243573210895877,1.5802177774657906,2.5951935864210873,1.7795859579136413,,,,1.0,,0.0,1.0,0.0,,,,1.0,1.0,1.0,2.0,2.0,,,2.0,,,2.0,1.0
,,3.7566928480904993,0.9719753469822903,2.6344706357594303,,5.902053917606244,,2.9005510679924518,1.2210931591170446,0.0,0.0,,1.0,0.0,,,1.0,1.0,,3.0,1.0,,,2.0,,1.0,2.0,1.0,
3.7797350061347683,6.777348399326687,,3.257751475415084,,,1.8379493398727207,3.265617542727096,,1.7022587395913973,0.0,1.0,,0.0,1.0,1.0,,,1.0,,,2.0,,3.0,,,3.0,2.0,2.0,3.0
1.9321573361581992,3.4461957711053453,13.294120809599837,,,,0.5856911053188862,0.5599011228502129,0.5678291281455603,,1.0,,1.0,,0.0,,0.0,,1.0,1.0,3.0,3.0,3.0,,2.0,,,,1.0,2.0
0.4050998791729115,3.150585816021602,,,,,0.7843172759198169,2.530725274409801,0.005913784800680668,1.1945035283018788,,,0.0,,1.0,1.0,1.0,0.0,1.0,,2.0,4.0,,2.0,,2.0,3.0,,2.0,
,,,3.565119337513858,,4.400630698261639,4.264410288640716,12.519848323815413,0.10044042145429063,4.0882784614718215,,0.0,,0.0,0.0,0.0,,1.0,,1.0,,2.0,2.0,,2.0,,,2.0,2.0,2.0
,,2.7413550345068884,3.8983778665823206,1.7164833055609963,,0.75836612933826,,4.518028105826808,1.618284774504143,,1.0,1.0,,,1.0,1.0,,0.0,1.0,,2.0,3.0,2.0,2.0,2.0,,,2.0,
,,0.8625192728987907,1.7449968032966439,0.7419392693721291,5.099924362908547,,,2.407661593177764,3.7903690729710684,,1.0,0.0,,0.0,1.0,,,0.0,1.0,2.0,3.0,,1.0,,2.0,,2.0,2.0,
7.45781301590282,0.6174797913883249,,1.7656883437869895,,4.469818339437314,,2.2910191449234496,12.090334742329809,,1.0,,0.0,1.0,,0.0,1.0,,,0.0,2.0,,,2.0,2.0,,1.0,2.0,,0.0
,,,4.247409555670307,,2.1121766384843514,0.852567412548652,4.074542912592253,2.2497602841985342,7.174622745822278,1.0,,0.0,0.0,0.0,0.0,,1.0,,,3.0,3.0,2.0,1.0,,,,2.0,1.0,
,,1.4499457196705903,0.25219797083244333,5.06879177823038,,4.349115471470169,,5.658629614702153,7.116424238546029,0.0,0.0,,,,,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,,1.0,2.0,1.0,
,,,,0.3980890924016211,3.5713678244985605,0.012886970690781983,1.6054068391394116,5.897526867048968,5.597824627925763,1.0,0.0,1.0,1.0,,,1.0,1.0,,,2.0,3.0,3.0,2.0,3.0,,,,0.0,
,,0.6254544461933612,0.49029706830828046,8.212144223674715,2.5268400648135088,0.32132308602654475,,0.42196645731742755,,,,0.0,1.0,0.0,1.0,0.0,1.0,,,,1.0,3.0,2.0,2.0,2.0,,1.0,,
0.06844266339146232,11.048951513414515,2.0317693966550436,8.858391941246964,2.2909703714279672,,,,0.007390278599010956,,0.0,1.0,,0.0,,0.0,,1.0,1.0,,1.0,3.0,2.0,3.0,,,,3.0,,3.0
7.704783180199756,0.14806892452802126,1.4662855778468138,3.4193278884532106,,1.4255897894291483,,,,3.2397401858961836,0.0,,1.0,,1.0,,0.0,,0.0,1.0,2.0,,,,2.0,2.0,,2.0,2.0,1.0
3.2342964504333906,1.5058356894246874,0.8242234883136755,0.3072060044049198,0.8444694598372904,6.195160086879743,,,,,,,0.0,1.0,,0.0,1.0,0.0,0.0,,,,3.0,,1.0,2.0,1.0,2.0,2.0,
4.122006455871376,,,0.001682276568773565,,4.87600435450475,,7.8700771136903835,1.3570874616349131,4.924751807395212,0.0,1.0,,0.0,0.0,1.0,,0.0,,,2.0,,,2.0,,,1.0,1.0,2.0,2.0
0.5979735159395656,4.718750325328774,1.7614523631733772,0.36597861039112667,,,,,8.49752391962421,3.708843909534804,,,0.0,1.0,0.0,0.0,,,1.0,0.0,,2.0,2.0,1.0,2.0,,,3.0,2.0,
,0.9995084749230345,,2.736530075614197,0.053580137424927086,2.779364295128204,,3.3745841351692736,0.7703811858910792,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,2.0,,2.0,1.0,2.0,,3.0,,,2.0
,0.3947379746791955,,,0.7348904642814451,,2.060916910641726,6.896682304003962,2.6833954848564656,6.25879405623535,0.0,1.0,,,,0.0,0.0,0.0,1.0,,,3.0,3.0,1.0,2.0,,2.0,,,2.0
,4.575215202801861,,0.15134967662349352,0.721001393214795,3.0884389261269103,1.3553708722485371,4.813398767775193,,,1.0,,1.0,,0.0,,1.0,,0.0,1.0,,3.0,,,,1.0,1.0,3.0,2.0,2.0
1.6443800969622693,,,1.8794027755566458,1.2452829978839859,1.8487492414060718,1.1953545708471065,,1.8596793044418678,,0.0,1.0,,0.0,,1.0,,0.0,,1.0,,1.0,,,1.0,3.0,3.0,,2.0,3.0
4.794529136769404,,,,5.423658428524311,6.777973656052916,7.923349139247533,,2.8156772789322333,1.4169138732535953,0.0,,0.0,,,1.0,1.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,
,,,1.1941096978223444,,0.6510763299512071,6.163123959340092,4.572914576359657,0.7856598096770893,6.67903086209195,0.0,,,,0.0,1.0,1.0,1.0,0.0,,,3.0,,2.0,2.0,,1.0,,2.0,1.0
4.043578710547152,0.07425054864575892,,10.306992070814758,6.06662224030683,,,0.3008576484442257,2.4386423057611943,,0.0,,1.0,,1.0,,1.0,1.0,1.0,,,,2.0,1.0,3.0,,2.0,2.0,2.0,
2.926980822279179,,,0.35266533863873284,0.3173505201112359,0.45013527865786884,2.6052024689049693,1.4068194289316023,,,1.0,,,0.0,1.0,,0.0,1.0,,1.0,1.0,2.0,,,,3.0,2.0,2.0,,2.0
7.510919502693119,1.8258091486181764,0.3109398227432335,1.1703028723251259,,0.15405719640350335,,,,4.508723746331763,0.0,,0.0,,,1.0,0.0,0.0,,0.0,2.0,2.0,,2.0,1.0,,,2.0,,2.0
,,0.8741527269513414,,2.9844798873212595,1.187840205495836,,2.432907204158677,0.6972050040387068,4.785853060438797,0.0,,1.0,1.0,,,1.0,,1.0,1.0,3.0,1.0,3.0,,,,2.0,3.0,1.0,
,0.15141545993938268,3.0157850204603704,4.045962304318936,,4.07629356192541,1.9529430407627641,0.6658128722294867,,,1.0,,,1.0,0.0,0.0,1.0,0.0,,,2.0,2.0,3.0,,,2.0,,2.0,1.0,
,0.2597925067007004,,1.8788627395271764,0.08957614779552582,5.323978846419104,3.5169768057775057,,7.8312817838481505,,0.0,,1.0,,0.0,0.0,,,0.0,1.0,2.0,3.0,2.0,,2.0,,,2.0,,1.0
7.524270401032744,0.23313735266712432,,4.995985993338095,,5.270371582500414,0.13271208643400056,0.3825728186673876,,,,1.0,0.0,0.0,,,0.0,1.0,0.0,,,3.0,2.0,2.0,1.0,2.0,,,2.0,
,4.917194716801077,,1.722998136579401,12.511117366605937,2.1239208246344434,6.98218269747942,1.175322885442429,,,0.0,0.0,,1.0,,,,1.0,1.0,0.0,,,2.0,3.0,3.0,2.0,2.0,,,3.0
,0.8966971265976329,,0.32762487464598145,0.6731551433146281,0.6490974287256979,0.7298197981957871,4.765483931253556,,,0.0,,1.0,,0.0,0.0,,0.0,,1.0,,1.0,2.0,,2.0,3.0,2.0,2.0,,
1.195344908506504,5.125543241571402,,,1.5750974231760773,3.6005750085755053,2.487095833733794,1.613843640604372,,,0.0,1.0,,0.0,,0.0,1.0,,,0.0,2.0,2.0,,,,,2.0,2.0,2.0,1.0
4.402663168249322,0.5857249317110715,4.513376544167607,,,,1.585103280346689,1.0572072826517505,,0.0783248066232351,1.0,1.0,,0.0,0.0,,1.0,1.0,,,2.0,,,3.0,2.0,3.0,,2.0,,2.0
1.4584166689209632,3.1778738311217545,,1.7471935377134848,1.960541641418609,,,4.10721166210672,,6.000940407343018,0.0,1.0,,0.0,,,,1.0,1.0,0.0,2.0,2.0,3.0,,,,2.0,2.0,2.0,
6.8466825535063425,,0.057559279637710986,,,10.707026582291995,0.7603977290194562,,1.6533807816148471,6.803599560026409,,0.0,0.0,,,0.0,1.0,,0.0,0.0,1.0,,2.0,3.0,1.0,3.0,,,,4.0
,,,4.069214018426709,,4.338487805896802,1.135819434949942,1.0434864840469444,0.6816566355354801,0.42904543093377484,0.0,0.0,1.0,,1.0,,,,0.0,1.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,
,1.1822672782789083,,1.2085763283387174,,6.3038092662682645,1.9426637181495194,1.8642270741179887,1.0654119414498777,,0.0,1.0,,0.0,0.0,,1.0,0.0,,,,0.0,1.0,3.0,,,1.0,,1.0,2.0
4.2969793136561885,0.3561252069459042,,3.3804958637638673,1.5946537585114617,12.782840514467532,,2.069164920480666,,,,,0.0,1.0,,,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,
5.638098321898797,5.295201726110985,3.959437564446869,,,,0.20557102470716934,,7.807281658727397,0.17246866590131216,,0.0,1.0,,1.0,0.0,,1.0,,0.0,2.0,1.0,2.0,,2.0,,,1.0,2.0,
0.19718470843462216,,,,6.078262219286697,2.107892409944628,1.348079754796258,3.117983725987011,,5.79504044011088,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,3.0,3.0,1.0,,0.0,,2.0,1.0,
,0.5612013274801219,0.09670296291497424,,,,2.3968116128794357,8.850457240910075,4.486934784710577,17.861534999813273,1.0,0.0,,,,0.0,1.0,,1.0,1.0,1.0,2.0,3.0,2.0,,,1.0,,1.0,
,0.15964195833224618,,,5.264300509646752,,1.2719491622828607,1.822675295247165,0.3953602435066531,2.0708051832205188,0.0,1.0,,,1.0,,0.0,,1.0,1.0,,2.0,1.0,2.0,2.0,,,,2.0,2.0
,1.6666578999078525,,,6.8876943458181135,1.2985564240907954,0.18503742402799117,0.1174531134043709,,0.33207898635859556,0.0,1.0,1.0,0.0,,0.0,,,,1.0,1.0,,,,1.0,3.0,3.0,,2.0,4.0
3.7034246715018755,4.379050782861121,,0.7696373439726556,1.1826960547749215,8.773743349247379,,,2.171356863443801,,1.0,,,1.0,,,1.0,1.0,0.0,0.0,,,,,2.0,2.0,1.0,1.0,1.0,2.0
1.7751309081436624,4.097043067274886,2.081588962818091,,,0.4790876306448965,,4.2468410903953675,1.301640812128539,,1.0,1.0,,0.0,,,0.0,0.0,1.0,,2.0,,3.0,2.0,,2.0,,1.0,2.0,
3.688662751788585,,6.380753837342233,,3.6772186030481855,,0.1680317339781195,0.720119147812792,0.5101200614004419,,0.0,,1.0,,0.0,1.0,,0.0,1.0,,,,3.0,1.0,1.0,1.0,,0.0,2.0,
1.353018908260478,6.352568748570193,0.8654639575565346,,6.889412574200639,,1.4831202837802016,,,3.098500059136583,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,,2.0,3.0,2.0,2.0,1.0,1.0,,
,7.321197936282493,2.4774987127532553,,,0.03727993591845228,0.6036924359316497,0.5588372993103995,2.1143877290448567,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,2.0,2.0,2.0,,2.0,3.0,3.0,,,
2.1538015181398964,,1.0482288259283865,,,2.2417878612659066,1.0390894816035074,3.083246944888246,,3.8362580570076066,,0.0,,0.0,,0.0,1.0,,0.0,0.0,,,2.0,3.0,1.0,2.0,,,2.0,4.0
5.673681565183298,0.016262075737694524,,3.800620906349888,0.026907880055767847,,1.4100220383841444,,,0.04401908103790413,,1.0,1.0,,,,0.0,0.0,0.0,1.0,,,,1.0,1.0,3.0,3.0,2.0,1.0,
,,1.1347074191758917,,6.5184573675836806,0.37206983818191086,1.4354780533036453,2.18107473318962,4.604494319985517,,0.0,,,,1.0,0.0,1.0,,0.0,0.0,1.0,3.0,2.0,2.0,,,2.0,3.0,,
8.824208309322549,0.8166756032152446,,0.9413669883819487,,7.5126794362534,,0.8013661213172698,,6.215751247560432,,1.0,,,0.0,1.0,1.0,0.0,,1.0,2.0,,2.0,1.0,,2.0,2.0,,,2.0
1.4713086751907583,2.7704981160955775,,0.22040046377611613,5.680723969207977,3.5792530590822706,,,0.39629351416121794,,0.0,1.0,1.0,0.0,,0.0,,,0.0,,2.0,,1.0,,1.0,2.0,,,3.0,2.0
,0.5549450221922936,0.5432082637858403,0.8155801697502765,,7.0793203579835104,,,0.9325460363190459,1.2022207286235467,1.0,0.0,,,0.0,1.0,,1.0,,0.0,2.0,,,2.0,2.0,,1.0,,1.0,0.0
,,0.5711883192845962,,1.355053078106612,0.899286849452406,,1.7170837143246942,4.695412939953431,7.973208528399253,0.0,1.0,0.0,,,1.0,,0.0,0.0,,,2.0,,3.0,0.0,,,2.0,1.0,3.0
