0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
,6.5968525123001625,,,4.012283122847672,,,0.31100509414296695,0.9038583822373196,7.517844849014203,0.40296089584328154,8.054787926377651,8.408729093259069,1.0636407734056943,,1.0,1.0,,,1.0,1.0,0.0,,0.0,1.0,,,,1.0,1.0,,,1.0,2.0,2.0,3.0,,1.0,,3.0,2.0,,,1.0,2.0
3.938652729687311,,,0.07807903594584656,3.4005394193441867,2.614955645094813,,,0.5188320947741574,5.560431785385694,,0.36023157207584117,,0.7166378937343256,5.4667405074841415,0.0,1.0,,0.0,1.0,,1.0,,,0.0,,,0.0,1.0,0.0,2.0,,,2.0,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0
,,,,1.0196753668766463,0.8519531671780329,,0.016498404975562504,6.331279182002211,8.982355505601541,0.48457524891971704,12.593217233188145,6.291611087540675,,7.379112969855514,1.0,0.0,,,1.0,1.0,,,1.0,0.0,,0.0,,0.0,1.0,3.0,,,2.0,2.0,2.0,,,2.0,,2.0,3.0,2.0,3.0,
0.3587573393052088,,0.06335568676505009,,,7.808050778322796,1.6110545940406689,6.2420847376787725,1.658660839863872,1.9414825991714,,,2.945327145029089,,1.710595931366402,,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,,,1.0,3.0,1.0,2.0,,,,4.0,2.0,3.0,,3.0
0.4142521023732557,,2.0928973466807843,,,,,1.5940283419551398,,0.8496276313139526,3.390389767610211,2.4329868051537797,5.181413003160749,7.168453193774867,5.330515605228905,0.0,,1.0,0.0,,0.0,,,1.0,1.0,,0.0,1.0,,1.0,2.0,2.0,1.0,2.0,3.0,,2.0,1.0,,2.0,2.0,,,,
,,,1.6909135921018936,1.3684621588574775,1.4383353258127307,1.3439017316558968,,2.4685213556942065,0.6607397310789067,11.076165700661882,,,0.7550854298763392,0.6412172597076959,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,,0.0,,0.0,,,,4.0,,2.0,,2.0,,,3.0,3.0,,2.0,2.0,2.0,2.0
2.0618288268921936,,1.6979422955235097,0.9391789489813862,0.3421778016484551,5.191946301480281,,1.076363816739404,,8.311791385147497,3.7099960203085027,,,4.660934261026981,,1.0,0.0,,,1.0,,1.0,,0.0,0.0,,,0.0,1.0,0.0,,2.0,,3.0,,,,,3.0,3.0,2.0,2.0,1.0,3.0,3.0
,1.236848401243528,,3.076004769757243,,,12.714058217353621,1.465028175520377,1.896806794501634,5.211792109046927,,,2.367255544208079,0.04419667622751863,0.07879097761324066,0.0,1.0,,,1.0,,,0.0,0.0,0.0,,1.0,,0.0,1.0,1.0,2.0,1.0,,,2.0,2.0,2.0,2.0,,3.0,,2.0,,
,0.5481218408824079,1.8748386307583516,11.548254936481523,,,3.1457527745108678,1.4093896956978722,1.5951743329877228,0.8275222393164765,0.9323780429310089,,,,1.4206137843531388,0.0,0.0,0.0,,0.0,,,,0.0,1.0,1.0,,0.0,,0.0,,3.0,,2.0,,,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0
0.05837426300603529,2.366801544433529,,0.5666381900285737,,,,0.20147019481247358,0.6036728928850995,,,6.934303740975883,0.36273804895435446,0.16956527839555335,3.0034450251635443,,,1.0,0.0,,0.0,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,,,,,3.0,3.0,3.0,2.0,2.0,1.0,,2.0,,3.0
2.5749657294028245,,,,1.265599952171177,8.428423967913496,5.302551126542806,0.07045103256238536,0.9807770766396362,,,0.48197487050830323,2.3349965123608083,,1.746828192307714,0.0,0.0,0.0,,,,,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0,,2.0,,2.0,,1.0,2.0,3.0,2.0,,1.0,,1.0,
5.011989970527585,,2.646542219554805,2.0736444259327023,1.711428639236507,,0.07834471743817441,,,0.06105465407801135,,1.8765575204173675,3.457569913333244,,9.22783136502792,,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,,1.0,0.0,3.0,,,3.0,,,1.0,1.0,3.0,,2.0,2.0,,2.0,1.0
0.6666686563756903,,3.2590632470170964,0.9248407495963856,3.414735099179992,0.09263296077294515,,,0.38631402080654137,7.062005372515086,2.985129201331949,,0.34880930933452664,,,0.0,0.0,,1.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,,,,3.0,,3.0,2.0,3.0,,,2.0,,2.0,,1.0,3.0,3.0
