0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1.0457678299834519,4.2543952763991975,7.135132441565953,0.29660123896570834,5.788306357443492,0.31956294758560555,0.1762084891205552,4.439060962289783,0.4191662402162357,8.495944027637142,2.252314334141148,2.031527869663349,0.199531781908044,2.9742024787349997,1.0966846748279884,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0
2.042674181904202,6.399218097367473,2.402274370516858,1.1492274822051873,8.210833348715015,0.09221201642950985,2.5077513279848063,5.213036708299573,0.9186707159388341,13.923077875272796,0.5565936443004834,2.237885911728866,1.2495315423500257,2.4658130637844575,2.914795301442834,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0
3.4094747465009436,3.0552541997369937,3.087466539944444,2.5486537902403454,11.5184578973759,7.66488584711608,1.079691049422964,0.6767145504390475,1.2166830690943269,5.121520882912592,5.2000377918692084,3.1593906316283977,0.1306784126164971,4.219066455508452,0.8748470130737206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0
1.0558138973641178,2.8128509342730426,0.22749133129483723,0.022692660022387595,4.979041473129957,0.22995158019294493,5.037986652586552,5.392380070891116,0.7232487820300466,8.643075988207837,0.5941856412235653,1.097562980829551,3.427326875633649,4.968651904209214,7.176309349361363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
0.5241334645714637,4.382036652643067,1.5271668271516892,2.710272390349294,3.415210845622256,1.1107578833025191,2.6710517310150643,1.3423573075788586,0.24237593823149778,1.4604955854613744,1.4329229022088763,3.1581939076094088,3.591285053179843,0.7240822171884705,2.8912624396577105,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0
2.0060218028598022,0.9851302787145547,1.720944665128113,0.7707826725065392,2.0350189294522436,1.065867865106123,0.6396863752001973,1.4052659096113516,1.1151631392097971,3.143083527274119,2.502772910934816,0.11547450241900761,1.0363165055549166,2.620747751793231,2.7609110375081856,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0
0.5860432758451333,1.345676439860957,3.431324532164078,1.39100895919787,4.467209487983771,0.15910306121074813,1.0552363106492735,0.2889953392789943,0.39322439481219396,2.7767693662644515,7.078032778688209,0.2098725592079788,0.5729308207527035,3.0984585360661097,0.1210551725249634,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0
1.0617069952534353,0.8960004944334499,0.11516483162381069,1.3404013595491833,1.6377454958994901,0.4016487931657363,12.084828376328325,3.1783359901016164,0.26691967602259054,3.494658414948619,2.725308634278657,1.9733006006051705,2.769097385803163,0.04756748353889446,4.20738742130036,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0
5.837839318229394,6.864837434775412,4.9873450154690895,1.869458923643705,0.18298973760102083,3.7995365391399387,0.014841574795168832,6.969812059256277,6.743699509092884,10.086653480606689,1.9206962817105575,0.7861932170459343,0.4503059575684521,0.8877156596916939,5.556593943108755,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0
0.34078210028380346,4.239744970502021,9.453814482826175,8.045067720743424,0.1734718651790728,3.354090950141841,2.6724201956015206,0.21279142766575038,1.353819063626831,1.0382968982739786,0.6842791999509285,0.8030965526394115,1.9771251252430848,0.33105536265030083,1.874955917193411,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0
0.18807231814961925,7.328556443372413,1.0631769480702822,2.3907816562927895,5.342596082002851,6.11815951963159,2.422817911621853,3.5656163467614967,0.2675922304584608,0.9388331693034755,6.493258726190059,4.180417239784744,1.7202004744782982,1.554428527215212,5.652243326663745,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0
7.682509556052436,0.7397159542092331,14.303140399247823,0.7710474949872637,0.5141559635968357,0.3741111610915376,0.34816668804584006,5.989980544016156,6.6877969367711625,1.5418472360076068,0.14339598073114798,0.47841913531009406,4.479257941012548,1.7574807441224305,1.071395046280693,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
1.9019698114547086,0.19344331534894527,1.4972223116371854,0.511844424655983,9.880462297677877,2.1668024665695924,0.5103533056912578,5.520995858272544,3.6781703340188057,4.284587306409829,1.7829256038829566,0.30930207564342443,0.717542487866259,5.016810570709085,1.9207720461386195,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0
3.6772673690941344,1.7340513903833437,2.211598670463989,1.7997925134813508,0.09584300169461012,2.6679637578445887,0.7008634663674518,0.6934873169140012,0.6995026897904318,0.12954725519714924,14.370750237621177,0.7717776477545394,2.203236220505454,1.12521048067043,0.09285143349965115,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0
1.2658736914879256,3.827535333906379,6.142382675698927,1.6772489359674434,1.269001633229551,0.9555592250298613,5.816086261538176,1.2539614798747456,2.107526298195879,4.306825720984314,1.1011787826831139,0.20259571121196188,5.018557181570108,2.808460249893451,3.9778315645280675,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
0.9146839410675092,0.4810988867129089,1.2328941833326872,7.662082761107448,6.9089006430719815,8.902327410133566,0.36097207034992984,4.302841489880726,7.1778702905919785,1.2260408111495849,2.6263232753164094,3.184999683790001,0.6517199626534587,0.784106943490458,2.411792570504436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
3.305909440312602,3.9357666585622884,1.5653057470921536,1.0599072598453851,8.002011438870754,2.563951577930568,0.5351251666178845,2.539217967167281,5.520403986182232,2.290476750754215,2.3140874984753097,1.8690602762029815,2.6633196102584162,4.186409515377889,1.1178328222780158,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
0.5281039892995912,0.250920663648005,1.4023817312788704,0.8228692435215303,0.4143569029995285,1.6733057373553573,0.7529254123809554,0.0835987098417017,2.9552087018965842,6.725676415150689,3.278842313366051,2.098593612359247,0.39150524036939816,5.080435978332014,3.8326154191166806,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
0.8990745602066574,9.60887368021451,3.5702725466059237,0.10272093698885856,2.4469211860560547,9.405055266063288,0.3297473462076158,0.0918569923380597,0.28925228345980125,11.379760036555428,2.1476226557656712,0.5328511982876065,1.9016312032484688,2.065255662194408,2.927864245142901,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0
