0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.6599542410499216,0.8498754433892066,,4.422108229930981,10.54738264051694,,,,,4.302707305417339,1.4640414212691355,4.929073377759888,0.47688068816795415,,1.7645124740423488,1.0,0.0,,1.0,,,,1.0,,0.0,0.0,,1.0,0.0,1.0,3.0,1.0,,2.0,3.0,,3.0,1.0,1.0,,2.0,,,2.0,
2.681455915500654,5.166748887363698,0.7773926893862109,0.8551847106916127,1.3362784224667676,,1.367096087339151,,,,,,0.7103759005877643,2.8591905702265343,5.680390792657394,,0.0,0.0,,1.0,,,1.0,,0.0,0.0,1.0,0.0,1.0,,3.0,,,3.0,2.0,4.0,,,2.0,1.0,,3.0,1.0,1.0,
,1.1039108667224886,2.5028923277318746,10.331138806880688,,2.365017249290808,,0.623348211034685,,1.0920151098116515,4.105330553025076,,1.607073869340434,,3.2431006721387585,,1.0,0.0,1.0,,,0.0,,1.0,1.0,0.0,1.0,,,0.0,2.0,,,2.0,1.0,,,2.0,3.0,,2.0,,1.0,1.0,2.0
,1.2239862981737273,,,4.913342298846737,3.5358439904664607,0.2294278305763258,,3.6954543923908423,1.6114761055057478,1.6686262032152597,,0.7215654846552159,,3.6561427650147467,,0.0,1.0,0.0,0.0,,0.0,1.0,,,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,,3.0,,2.0,,2.0,,,2.0,,1.0
0.17142489565052582,,0.39157724993952203,6.550105947691247,2.50809687839154,,1.018613566334047,,,4.39129964233025,0.1808239506926891,,1.0072897052763956,,0.7890238518587495,1.0,,1.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,2.0,2.0,,2.0,2.0,2.0,,3.0,,2.0,,,2.0
0.12722171677456912,,,,0.9867870903187712,18.609487232550492,0.10482452291890021,7.038331749650823,7.116052247407712,0.4075852164650504,,,,6.435142401561572,1.787652056482698,0.0,1.0,0.0,,,,,1.0,0.0,0.0,,1.0,0.0,1.0,,2.0,3.0,,2.0,,1.0,,1.0,,3.0,3.0,,1.0,2.0,
7.630701124875236,0.015170282317505068,0.5901185078515921,0.2808893162252939,,4.542168443076331,,,7.2912078614391405,,1.5420315028697993,,2.5842648550010137,1.1791825413670354,,,,1.0,,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,,2.0,3.0,1.0,2.0,,1.0,3.0,,2.0,2.0,,,2.0,,
3.5190103426867,1.4699507701471102,0.901934723349055,2.5455705198518723,,0.0441800389805687,,,0.012443875404269306,5.342319343720659,,,,2.7663292353198337,15.640452888297535,0.0,0.0,1.0,,1.0,1.0,,,0.0,0.0,,1.0,,,0.0,2.0,2.0,,,1.0,3.0,2.0,2.0,0.0,,,,2.0,,1.0
,,0.2658058878481262,,2.6329029673099256,0.22185285560436843,4.401733174394379,0.22484700852936174,,4.314356326584347,1.0340448941270943,5.64437366775795,,,0.9691183701055752,0.0,,0.0,,1.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,1.0,,,2.0,2.0,2.0,2.0,2.0,,,,,3.0,2.0,3.0
0.88266659425923,,0.28230870198175917,11.495060926173181,,3.2182779459038624,2.259518658515886,,,,,13.969433259622555,4.259267175554232,1.100735653511998,1.2492014236148754,,1.0,1.0,0.0,1.0,,0.0,,,0.0,0.0,,0.0,,0.0,2.0,,1.0,3.0,,,,,3.0,2.0,2.0,2.0,2.0,2.0,
0.561095018848541,,1.215254749633594,0.005880492911254741,,,2.576255359772269,,1.7328767832957235,1.201133371102237,0.9614096314667172,,4.173841167273282,,1.5367426117198353,,0.0,,0.0,0.0,,,,1.0,1.0,1.0,1.0,,0.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,,,3.0,2.0,,2.0
,3.4185608405995165,0.45585895505259766,,5.465507276398778,,3.1289635524740964,,2.9535011081018894,1.7723062781759358,1.6776967118919826,,,6.268911274479137,0.2646860721154646,1.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,1.0,3.0,,3.0,,,2.0,2.0,,2.0,1.0,
1.316229543883101,,9.758486015750169,0.6638161448301915,0.05766995902069813,,1.0629248349036833,,,0.5140720399571341,,0.6924768027978594,,2.330617832464442,1.3262463812484446,0.0,,1.0,1.0,,0.0,,,0.0,,0.0,1.0,1.0,,0.0,,2.0,2.0,2.0,2.0,,2.0,1.0,,2.0,,,2.0,,2.0
7.13190809912523,3.196352984504367,11.878006601436429,0.47925280036635487,,,11.156412681636292,,0.4478435608218794,3.2147865953737633,,,,3.4196364553731087,6.074904106299012,,0.0,0.0,,,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,,,2.0,,1.0,3.0,,,3.0,2.0,1.0,,3.0,,2.0,2.0
,2.4059480954877657,1.612561882217343,,2.7782277106878546,0.5829048135781931,,0.9830541300492636,2.210063007840217,2.282279842051918,,1.587145961877332,,11.935799831344763,,1.0,,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,,,,,,2.0,2.0,1.0,2.0,,2.0,,2.0,,1.0,3.0,,2.0,
2.220270442356493,6.751880477112261,,,5.787921063157148,,0.4684715737460414,,9.798494649991014,,0.6222603605886216,,1.143664158964791,1.2204485934758338,1.9924957321877121,,1.0,0.0,,,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,,3.0,1.0,1.0,,4.0,,1.0,,,1.0,3.0,2.0,2.0,,
,8.607282801991026,,3.3273610052316744,,0.09423796455042333,4.715287575843861,3.2414163096866893,0.8919676053879358,,2.582876894547084,,2.0765090807807827,,0.1411129745800959,,1.0,0.0,,1.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,,2.0,2.0,,,2.0,,2.0,,,3.0,1.0,,2.0,3.0,2.0
