0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.07210750372187331,5.928509742833633,0.013999193464797399,1.7978335142761381,1.3981417262431557,1.0259647802647853,0.00438332486389829,0.6182328302056342,3.914627139294804,3.283615980927702,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0
4.014054348182931,2.7156619756480422,1.9126805814834933,1.364168374898405,5.201015293517984,4.608154836167111,2.713266982179844,4.962808658903501,3.746877527046423,5.165675318032182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0
0.7785830401426435,5.686790765469973,2.368225926320857,6.9506172862128786,0.5210802625249844,0.359507887488817,2.393447867846974,3.040220265200961,0.2918368233242742,6.184728543104166,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0
2.6412886608665964,0.5299194052713349,1.4342915917094348,2.1345902995830253,1.5843290923807538,1.6363232894756403,0.7912512796976041,1.77252579212706,0.80707192436639,2.880700577318966,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0
6.726749695736826,0.5880056133732073,5.033368285370917,6.470399387400448,1.3683657028633858,1.560836664797443,1.5298265168650702,0.11362089492221848,0.540351108112573,3.186828230753974,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0
1.5403354693361644,1.4100424520881916,2.2851903382935004,0.5494400021557263,1.447953824545558,4.909577323230743,1.223944630585701,1.9597481952080098,1.4846749568576696,0.04021812298348952,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,3.0
2.088543407172756,2.181262723019273,4.499534385857892,4.025478839230104,1.2483710153700103,1.5158020290295258,3.686487753807504,0.45694428057208486,2.2246187761509164,0.2787191836998726,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
0.41893456016546876,5.347283645415837,11.225861123290859,3.641805347752741,10.065538335350563,4.609180364114076,8.205189644541685,2.505812929198264,6.688316470416664,3.2218508347365065,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
1.5810199914702574,6.8456744257080295,1.202434520790077,1.3198827544318439,6.721518323664155,0.9750460629479529,1.470453967623702,1.375413073918841,0.5689942806034631,20.447520695805675,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0
7.67167302078573,0.845177779008517,1.3485451066388359,6.778670251564405,0.02555439409777931,0.8466944975685868,2.3034370849754024,6.235727595797822,1.0261782532242578,1.1409995359306717,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0
0.7744616247761955,4.4318887928862924,0.6391506740912092,5.042722230590587,9.947566191743645,13.83873334935123,3.5950134380805565,3.3986873352532427,2.9872402478356666,5.457566655298559,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
2.556106485856939,0.2835455052710575,0.28922523363960895,0.16550248313380697,0.6481038984566904,2.49005374047442,1.6811648701261466,1.6984575904359747,1.2565061182496013,0.7426044564979888,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0
5.5345228599254535,2.2615220326576155,0.1374441442914725,1.9439211391200588,5.657405144455785,11.89994441162538,2.6287619488254017,2.581799197527899,0.6651207990908778,2.910473214022252,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0
15.468315272801625,0.14279529660070966,5.375392938074574,2.120050526490444,0.275731394940485,2.3864628686364844,5.1563207885016675,7.951465556596548,2.5837777278688874,1.229026640036427,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
0.4321515286213211,3.314231410193984,2.235860485960387,1.978113070722974,1.7740739510441728,0.6487645426755293,6.123085282542301,4.2301450492185975,1.7045317378978608,1.8916948353047807,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0
2.3842507231323786,6.044487225309535,3.0478960698744375,1.2168617177219003,0.22384439455535782,0.4370904841942803,2.499591406593055,3.443260958787474,1.6175874759486013,0.8094429726064404,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
0.9830700587316353,0.8803726284314316,1.8485002129871884,5.225444896932268,6.093776741550806,0.684228303696825,0.7355207723801918,2.397422407063705,0.3146985561766202,2.641488981782798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
0.5259137189092947,1.4700251442338308,1.0201991574541938,2.707452358432784,1.2176168069259703,0.6136139188438555,0.6068783213337945,7.816918187012037,2.82044000622758,6.883716053366706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0
