"","MMM.Open","AXP.Open","AMGN.Open","AAPL.Open","BA.Open","CAT.Open","CVX.Open","CSCO.Open","KO.Open","DOW.Open","GS.Open","HD.Open","HON.Open","IBM.Open","INTC.Open","JNJ.Open","JPM.Open","MCD.Open","MRK.Open","MSFT.Open","NKE.Open","PG.Open","CRM.Open","TRV.Open","UNH.Open","VZ.Open","V.Open","WBA.Open","WMT.Open","DIS.Open"
"1",-0.00523217119270969,-0.00636274224920763,-0.00197563449178961,0.0973431763917483,-0.026738211263365,-0.00139118968394536,-0.00331354540153672,0.0456545893584641,-0.00592026823805103,NA,0.0207440625923683,0.00988478130759729,-0.0119371950118179,0.0219789067187754,0.058536502452573,-0.00542006746933898,0.0166533087367942,0.0102215198249636,-0.0172809494676347,0.0146415499929482,-0.00188501469577118,0.00722024797348686,NA,0.00609311667352141,-0.033665198886339,0.0219244493872242,NA,0.0152636646303166,0.00945235468867311,0.0414035289180683
"2",0.0427274738659102,0.0168780620951274,-0.00595043078063107,-0.00290257091531643,0.000708233038706929,0.0297165637772348,0.0152488472339365,0.0261026239026374,0.011287816496127,NA,0.014606246114762,0.0194811784442761,0.0337049767819559,0.00650056460309312,-0.00167364055802999,0.0107033619333765,0.0249139868804384,-0.0085106896679088,-0.00111319201163163,-0.0235304974101944,0.0186921330121526,0.0213531244705689,NA,0.0126965177299825,-0.0188520158086147,0.0116236548879658,NA,0.00979781723396123,-0.000184447929680864,0.00259228831591374
"3",-0.00458821358405803,-0.0147526142188723,-0.01245567704692,-0.0385234315078778,0.0347861160854155,-0.00406229382552059,0.00819874397748643,-0.0344014267173325,-0.0071051334343939,NA,-0.0318629294402744,0.0184777048885834,0.00589354696216349,-0.0293687377131588,-0.00672271439487648,0.00150440607579228,-0.0269122798516941,0.0085106896679088,0.0238470116014105,-0.0353393664453088,0.0183491386681964,0.0139862419747399,NA,-0.00664038567784386,0.000880669365593612,0.0193822631800979,NA,0.0276151427139069,0.0468553812256864,-0.0146701569424619
"4",-0.000902101976320679,0.00824613728249224,-0.00538600942957057,0.020926174640755,-0.0344321964214842,0.00248447321543255,-0.000120108080124304,0.0214352807200648,-0.0010440578822779,NA,0.0232268161965727,0.0235011746875928,-0.00210084210413397,0.00310902312960337,0.0163081180635549,0.0146034894414879,0.000181798342499206,-0.0150276396152003,0.020927520105956,0.0273711967961323,-0.00766566995227858,0.0314448865434578,NA,-0.0216781931463537,0.053140179394298,-0.0296867515109493,NA,0.044472980202793,-0.0147204573514887,0.0259333820265044
"5",-0.0228216194728796,0.0156693898578997,0.00538600942957057,-0.0300330791329713,0.00582162719991874,-0.00135444712908539,-0.00566018251082756,-0.103006934413877,0.00520931895179411,NA,-0.0332859606266638,-0.0372740591429772,0.00314959939943815,-0.0301620701133718,-0.0717816115385839,0.00895447657137671,-0.00894905084679776,0.00651694994729146,-0.00629193025864083,-0.0283994745216982,0.000366367470667095,-0.00418108365273362,NA,0.0210534091978327,0.0180334111869613,-0.020933272407837,NA,-0.0190214019800075,-0.0174826655375115,-0.0161293819298836
"6",0.0255254877023985,0.00351782793289113,-0.021720310892662,-0.0169094006407349,0.0188192000922873,-0.0113585955412456,0.00301477452266807,0.00585983195811535,0.0249713330171391,NA,-0.00705784147747224,0.00510752333986009,0.0319779530026603,0.0255394554895689,-0.0143629040003619,-0.0150044870646497,-0.009214956811054,0.000683527025929109,0.00617355638882522,0.0213748595847334,0.0107478947005504,0.0115561622387506,NA,0.0319830660306129,0.0300410187278914,0.0181044039870439,NA,-0.010246723753764,-0.0295224018131393,0.00809717753311112
"7",0,-0.0221395848478321,0.0188064906084806,0.0245046873331078,-0.0209322137700569,-0.00572804865511678,0.0151762005699925,-0.0848482432767454,0.00370929448580037,NA,-0.0319343080841712,-0.026020153299382,-0.00508906135784493,0.0103710451713512,0.0125787822068602,0.00287031511304736,-0.031217278462468,0.024967558748481,-0.00142123675811501,-0.00100755676029962,0.0322694903831404,-0.0134501022500642,NA,-0.0424543658979086,-0.0152307553457058,0.0159253670162891,NA,-0.0101107743822255,-0.00356445360451385,0.0194863865103709
"8",0.0158060530432511,-0.0181144829106783,0.0206605149655168,-0.00454861187755151,0.0126118503627293,0.00206587930698765,-0.0114505067879955,-0.0237634944521856,0.00971372584634045,NA,-0.0344060437754381,0.0021762358496118,-0.000204087573137723,0.0304830333027439,0.010657294473988,0.00529381883391178,-0.000382040509040671,-0.0198559442789841,-0.0426163624492499,0.0278347989934438,-0.0153808388804422,0.0179822880937515,NA,0.0310905870700311,0.000807428384601128,-0.0102756936289854,NA,0.0337805184681299,0.0248713641324558,-0.0169090654119022
"9",-0.00506283432376087,0.0296631441214519,-0.0240331994441565,-0.00304667481482146,0.0010437892478965,-0.00990905676801379,0.0207759594838133,-0.0435185126311364,0.0101153337410929,NA,-0.00569260564056862,-0.0331522073169004,-0.00943409727730371,-0.0249428793334348,-0.0304956366936522,0.00945884118346996,-0.0123055387412649,-0.00306383218393202,0.0250395249807536,-0.0389854467129536,-0.018339241058964,-0.00133092914683619,NA,-0.0289875788900598,-0.0420333817065526,0.00281295369444212,NA,-0.0212774462370109,-0.0419301174479507,0.0332256802436603
"10",-0.0163393520565904,-0.0179045906833739,0.0380072259626791,-0.0727000315363409,0.0120983331553637,-0.00115856805547532,0.0104027587646378,-0.0444041922261778,-0.00778471840281059,NA,0.0244372974537796,0.0015717977862697,-0.0214523956850194,-0.0309936284591483,-0.0183828706005333,0.00937020920808695,0.0149772768952841,0.0145543269755315,0.000844022462041849,-0.0416293199799833,-0.0203471413308696,-0.00133259619930604,NA,0.0238724782232893,-0.000842105312921948,-0.0171880349430409,NA,-0.009603843439002,-0.0253619437749975,-0.00561799230422322
"11",0.0179409183175476,0.0204067247617186,0.0299039796535316,0.044879298550131,0.015004561253118,0.000463606848192022,-0.00419483253202557,0.0407344633372153,-0.000998136815556272,NA,0.0202213233007491,0.0313630380810817,0.0284339516169374,0.032045456056113,0.012903404835908,0.0103093696588612,0.00133320653338131,0.0046932704317495,-0.00871571908326185,0.0137205318629068,0.00572432548247948,-0.00120082741763206,NA,0.00511510066677046,0.0233149611649806,0.0162513112589289,NA,-0.0133577937582459,0.0394092134855248,0.0173755223115637
"12",0.0146503014843304,-0.0214700133908243,-0.0255768417896496,-0.0383437486093103,0.0272114441988291,0.00254591041344865,0.00756125279873388,-0.0276908001451859,-0.00383564215772081,NA,-0.0323652839034017,0.01639023069515,-0.00554014233788624,-0.00351033266555056,-0.0468689339915382,-0.00617283846724614,-0.0151503711450327,0.0361287240885058,-0.0239937313328653,-0.0341184478916925,0.0324274404818967,-0.00535479183992926,NA,-0.0010209087050983,-0.0140905770992541,0.00746962492936332,NA,0.0169700072417829,0.0242097305588391,-0.0315601251230526
"13",-0.0292478470886417,0.00106328862910576,-0.0086730812534288,0.0257261049906132,-0.00214328659951502,0.00346145501867534,-0.0150624600298994,0.0505370689963556,-0.0151517716037262,NA,-0.00423833930547168,-0.0293021066345314,-0.0218417197878438,0.0264600382479987,0.0846092619743852,-0.0150770312715571,-0.00717542100091517,-0.0567410095041594,-0.0290608316230241,0.0235809425889069,-0.0269187963645883,-0.0182869705783006,NA,-0.0133678494509351,-0.0279324126755935,-0.0263916489174929,NA,0.001201297441765,-0.0185706365092129,-0.00796820182964453
"14",0.0345779309207339,-0.00276681789689359,-0.0052401866635563,-0.0355455175357138,-0.00728838728600234,0.0162233197428829,0.012277312651833,-0.0834708906676047,-0.00920251893116175,NA,-0.0137801849941992,-0.00884965932984505,0.00775112688902047,-0.019451660990117,-0.0195910094771699,-0.0206410719703567,-0.0192577963847014,0.0239511866811686,-0.00643089033029032,-0.0344861760711694,-0.0428383090151192,0.0181527065317302,NA,0.0072203097873893,-0.0349380513612805,-0.00921135026772513,NA,0.0295704559219585,-0.0294838102990589,0.0364476722479581
"15",-0.0133346652883803,0.00806627151699546,-0.00263042676877312,0.00981941254510055,0,-0.0164536618650777,0.00290107529717387,0.023712166953795,0.0161334908069071,NA,-0.0232343658228844,-0.0116228398279929,0.0060335329213772,0,-0.0199824995873383,0.0116960186215418,0.0310602161046982,0.00233061533828227,-0.00245464889679337,0.00655740054615883,-0.0154086253528449,0.0128052708596713,NA,-0.0082560219569876,0.0366533176480353,0.00250306687117696,NA,0.00279325128556751,0.00769238408526318,-0.0124186627808451
"16",-0.00203336493993334,-0.0436449109876906,-0.0375715031719519,-0.0500937154318808,0.0278705908313039,-0.0375631476585969,0.00231476949851039,-0.109912184872545,-0.0529260637134805,NA,-0.061604514114145,-0.0303571860629486,0.0264062076710667,-0.0446303416627103,-0.0942098679383165,0.0232994293620119,-0.060252041459032,0.00563755431089463,0.0176928205005735,-0.037740327982847,-0.0577294573804037,0.0138206086338757,NA,-0.0390963254493379,-0.0146744109292603,-0.019418091727113,NA,0.00994575088677641,0.00668256424778324,-0.0272341404160614
"17",-0.00576883788251603,-0.0293577994882424,0.0287531038744318,0.0435581654910602,-0.0270396975761278,-0.0203003587994579,-0.00115671497967584,0,-0.0248169906624809,NA,-0.0167011493550184,-0.0389890366427257,-0.012195279073854,-0.0282361082767508,-0.00201816415623712,0.000928991034554016,-0.0248203224787891,-0.0197034258675979,0.000254091486411312,0.0190481949706949,-0.0315430850723635,0.00651468102119379,NA,-0.0206866597099689,-0.0104896066710194,-0.0379665938829876,NA,-0.014372036402841,-0.0299394455691386,0.0114907427059761
"18",-0.0125393675034982,0.0164659435609864,-0.0223923373126214,-0.0232197786707773,0.0177811401877266,-0.00661366786978101,-0.00371057931048346,0.0287789645500434,-0.0393663537709479,NA,0.0187822843738115,-0.0380647299930801,-0.0269446266814262,0.00934586241823698,-0.0183491386681967,-0.0179059755322371,-0.0147682221493359,0.0150630463110955,-0.0213155987476128,-0.0338632807558352,0.020168750883621,-0.0143887111016392,NA,0.0163669771070265,-0.0321456249734164,-0.021616833070417,NA,-0.0053846319965527,-0.0198026272961798,-0.0163178161538
"19",0.000450587986007278,0.00535473944265563,0.0259290341909653,0.0232197786707773,0.00537070214381252,-0.00319990426888017,-0.0244603208043608,0.0285483996020202,-0.0152674721307884,NA,-0.000519833651008383,0.0259433694607356,-0.00421053458187481,-0.0159402997881308,0.00615386557437825,0.00325107520634971,0.019990166130488,-0.00166254405148392,0.000648653927066256,0.0569032467040911,0.0222139944708819,-0.0492843837595034,NA,-0.0143887371384035,0.00326146330054566,0.0417787901781632,NA,0.0070176662270498,0.0184291354683674,-0.0228394927252573
"20",0.0116436960509407,-0.00423687298828934,0.0244127206698854,0.0114093335023122,0.0184936847397896,0.026038700656569,0.00711744412820181,-0.0524729856872654,0.00899789723421129,NA,0.0165037060298543,0.0819171224678867,-0.0191699029731303,-0.0085430133115576,-0.0353835038893164,0.0025096530738935,0.019598378497637,-0.000665712408074448,0.0116055720606454,0.0299167610379927,-0.196745671813143,-0.0174524499512261,NA,0.0251531034938166,0.0358894442612794,0.0226946289825478,NA,0.0219028006541402,0.0130694928313129,0.026703052823227
"21",0.00630243070633352,0.0166208816568636,0.0313717969775027,0.00485014495815861,0.0148666822793047,0.0204476919474574,0.0153660402388023,-0.0573008538373405,-0.00899789723421129,NA,-0.00667184416551869,0.00224462501077349,0.0334139146629355,-0.0187641301345902,-0.00424629088145112,0.00416886477486544,-0.0218926959321966,-0.000999533633116112,0.0241922247530919,0.00315291905961557,-0.023300565592808,-0.00423436071587613,NA,0.0274568248197635,0.0121423868257255,0.00194937740360368,NA,0.0138152128357656,-0.00700111766728728,-0.0119607376310809
