"","V1","V2","V3"
"1",1.157025913467,0.869322527145009,1.13111521976315
"2",1.12268086599121,0.909155114197781,1.20710605754235
"3",1.07870644293153,0.82917812906005,1.21904092962468
"4",1.14055260213841,0.870062180022013,1.2276475535458
"5",1.07485190399184,0.924115963276964,1.15638805239096
"6",1.06852300395408,0.8914117025382,1.1089051591949
"7",1.09045024805412,0.987685772429892,1.22359242648397
"8",1.09454788473933,0.895923289858154,1.12994964893182
"9",1.16393771354118,0.867751412488255,1.175946469697
"10",1.05148492728659,0.850086615454263,1.15894169144603
"11",1.13880393873684,0.794023291670888,1.33242086165867
"12",1.07075901444089,0.783779802926665,1.17261079528089
"13",1.13647489232523,0.810613904119018,1.24699688804038
"14",1.09968059493592,0.846146102434147,1.21094490281356
"15",1.15814972272524,0.923028655486299,1.23716819069261
"16",1.11668145034889,0.903661393719962,1.29581860155382
"17",1.08718987704578,0.90094349650611,1.23066343443888
"18",1.0826684276983,0.875597231843846,1.1975318394607
"19",1.0727980706074,0.821224979334735,1.23218483176737
"20",1.10689265349977,0.896428337688851,1.22067238671856
"21",1.10608387723616,0.859900281775282,1.1932310885635
"22",1.1209298516936,0.926445004822257,1.28129003120851
"23",1.169626010828,0.914698638391712,1.26412860364681
"24",1.07967015486698,1.02730901465255,1.22323789486131
"25",1.10982973089998,0.872276166275218,1.28517962434462
"26",1.13316470250259,0.8919084231709,1.18855845869453
"27",1.04981832166417,0.835989060994623,1.22656113712394
"28",1.0800499642122,0.77773596888148,1.19109639067086
"29",1.09453552077018,0.82179520334607,1.16008521010535
"30",1.10996046675904,0.80525097013424,1.23200226046994
"31",1.08921798152587,0.751779188948307,1.1921534981753
"32",1.05595148169332,0.872228402378722,1.16157585167293
"33",1.15602686861938,0.961531183856275,1.24190383076164
"34",1.10546977913136,0.86758210972479,1.21821156691647
"35",1.07843833867597,0.826509332519282,1.21841774354525
"36",1.09629557581329,0.847814337217695,1.28730221425985
"37",1.09888033499747,0.806007035217393,1.25585539620027
"38",1.13333291058266,0.856047539983735,1.24879118337053
"39",1.06544924508725,0.756781895131041,1.31141407562481
"40",1.11926114483143,0.860233643211584,1.23366645781119
"41",1.10080596227522,0.817075756412714,1.24939225080043
"42",1.12804475914554,0.927251577453815,1.28175637400096
"43",1.10690658658812,0.942528018704489,1.19116219345775
"44",1.04918045477167,0.877356532356532,1.13168369119341
"45",1.06102633411336,0.910920113175888,1.17943995825093
"46",1.12794177684564,0.905391352353052,1.31500462099076
"47",1.19347503789898,0.84732955676184,1.18455389956466
"48",1.09078413133555,0.859651119979467,1.27229217048509
"49",1.06894046584625,0.816637379286645,1.21396211285218
"50",1.10733525388163,0.931137109212237,1.1816443014121
"51",1.10480574263071,0.87034715067107,1.21565580101589
"52",1.04412467879581,0.864747217879594,1.23228085141924
"53",1.08423378399772,0.943633702450516,1.27474816849817
"54",1.08668033892746,0.991369154522572,1.32859754280807
"55",1.0645945418441,0.810010773540185,1.32811266980155
"56",1.10995858825266,0.787492669316223,1.30962982691124
"57",1.04167022763119,0.793530112905113,1.20242083630714
"58",1.11968000018843,0.953410882601291,1.25264722982899
"59",1.1128668495022,0.877619406737054,1.20874942738636
"60",1.05051251827461,0.863728135934018,1.21919528355025
"61",1.09085302738923,0.909813273587395,1.24860998240035
