online cont,online bin,online ord,offline cont,offline bin,offline ord,S,N,F
1.0868799530010516,1.094159861616762,1.078478260869565,0.9426467405220693,0.8515322752688264,0.9797011242557373,0.3546719920212634,1.8555251148694925,0.5941323050855571
1.0224959918815304,0.9342839713624599,1.0652634818321864,0.9402323246680379,0.8637238057652535,0.9941257302995108,0.33288229220274007,1.8128464341153925,0.5795451572539623
0.9623356660224586,0.8865317040117242,0.9944015115284843,0.9400831106551412,0.7647949779967924,0.9729031473269277,0.3567945498786189,1.9335291572946502,0.6116915869110867
0.938236110784923,0.824655053989602,0.9859773154365064,0.9237640728195352,0.8809348079941065,0.9585702625904053,0.3005497375521526,1.7819407367129432,0.555445535004712
0.9002779351432444,0.7459702798318605,0.9438503625567579,0.9112023160150697,0.8726478857284796,0.9651533538597491,0.31806680653743524,1.8428994945562707,0.5703226734903022
0.899479480318963,0.7226657864782948,0.9557552489442316,0.9077051739645128,0.8651246063466752,0.9566259189453362,0.32971283791953904,1.840591339684093,0.5779071323520525
0.8791876255702716,0.7434938778757891,0.962888656736306,0.9410214346957396,0.8405665161109528,0.9946685776761994,0.2831713856200949,1.779634806778883,0.5532852583159702
0.8793689480643888,0.6886047748154338,0.9038646620867936,0.9459937379513239,0.8308266940877415,0.9725835694874811,0.30221143500145564,1.8044519601548423,0.5598642711489472
0.853637703632636,0.6804367120156595,0.9190683098980905,0.9220430795351918,0.8431047299468352,0.9732711738965284,0.30997398749131744,1.8681321870895995,0.5793105365127155
0.8546704078595455,0.6945698582463289,0.9101213457662147,0.9405149640462211,0.8103546494355317,0.9576772464528261,0.29882342508438436,1.6990986183738794,0.5383568324366352
0.8629162477841907,0.6313451048280674,0.9746640656091875,0.9335525100710997,0.8314822758203319,1.010278897931337,0.30439222351155965,1.7764408527409112,0.5531897808408182
0.8445289240828732,0.6565384207211509,0.89623899688245,0.9393681878578807,0.7643734190541938,0.9644178281068525,0.2971375338730043,1.765469180920888,0.5492792215590748
0.8208214995034325,0.6046437881843074,0.868319341493798,0.9418750028214126,0.7924461101447726,0.9404656261075834,0.2875961206780291,1.7242855319456472,0.5407014803965599
0.8139431031205329,0.7349985358149257,0.8788041835893466,0.9122782654372065,0.8747292490404007,1.0010408638296013,0.3129071405767233,1.6564361404569858,0.53258022572889
0.8495954759387632,0.6814535408604119,0.8573887540466176,0.9516170462610587,0.7711142917913036,0.9789252650185493,0.3033575303545213,1.866640933086537,0.5789114206844277
0.833973722288523,0.7060189665412707,0.9028325731265546,0.9541140805778952,0.8439977549757718,0.97509985581186,0.29345821000119166,1.690556018904847,0.5379372579497022
0.8171498203379471,0.6830120306708329,0.8760124068925765,0.947792919914292,0.8416629379787274,0.9717290848129284,0.3176316808968843,1.6801139184821487,0.5404568228584052
0.8266305586662982,0.7556058722472827,0.9025649829480198,0.9330930825090453,0.7743907902813024,0.9603960627968837,0.31214059692216195,1.8197246795042328,0.5748013342325048
0.831338430657152,0.5737108327840035,0.9129771212598538,0.9332405433400754,0.7689707128731518,0.9787299437489191,0.3244832518655912,1.7681346663798514,0.5676528881791671
0.819171883330808,0.6809860133325231,0.8569039492921744,0.9395432186583633,0.8229469400448164,0.9550225260209079,0.368601961285301,1.860991803729102,0.605797099819348
0.8279126984351519,0.6390259252759252,0.863937705357847,0.93536723620806,0.8057568688818689,0.969822339999366,0.32199250836917115,1.7333110120837965,0.5687409441223363
0.8284092317663884,0.6450329257382361,0.8531090396579526,0.9375047851028547,0.9134601778246232,0.9651693799248147,0.3214383685013886,1.8050288713090734,0.5782241169001565
0.8145917339543421,0.6601402386732083,0.8686571738572153,0.9437822652623444,0.8187232678598904,0.9877444252774099,0.37058574711879244,1.8217398827089575,0.6054938219533048
0.8162719007346146,0.646907765600323,0.895655994379734,0.9375170799485364,0.9100329104665382,0.9898058000391983,0.31570686260498454,1.7631276557068365,0.5663245525128658
0.8365347335464633,0.6512024787356856,0.8443478732395764,0.9571426520001584,0.7946075593181855,0.9404541584619739,0.3317974697358236,1.846721011081207,0.589923685946143
0.8002938200734772,0.6789025474676563,0.82149365643428,0.9346001760009303,0.8684822467308855,0.9939691893130785,0.34865466201006673,1.8812353377831954,0.6043431637908221
0.8077024393336183,0.6716839277858466,0.8410161179959866,0.9322817225275652,0.8910700925418666,1.0077743560405277,0.3182701209098632,1.8319609816799514,0.5818479284589302
0.812365602582477,0.6232511543753804,0.778759997908934,0.9199274854828035,0.7492720819771902,0.9840748589152846,0.3132930781210944,1.7607835392164997,0.5653402189695526
0.8474747313488354,0.645493706523071,0.8450845996160128,0.9549162622476816,0.8549770126206264,0.9750922475878221,0.31042163684459556,1.7823486603583727,0.5687389212511297
0.8169782604537403,0.56801059739397,0.8386074616832522,0.9309468788162821,0.7896655553571692,0.9600035760467712,0.3274938755751041,1.8640843831551923,0.592623401183671
0.7820748536858628,0.6368870957473899,0.8557850340683185,0.9290840397255835,0.7560921186656481,1.0092776540332933,0.3478435973120735,1.7930186969294895,0.5865371172247354
0.8251988837370039,0.6440242077727282,0.8281649456127955,0.9230880666778809,0.8410700674339908,0.9578125551705462,0.33129706613316645,1.8014819438690313,0.5755727334468849
0.8252410704791421,0.6873561582586316,0.8665108562212958,0.9432652707222857,0.934269687745895,0.9823731612265163,0.3331614468437281,1.8084213787256735,0.5804294081500314
0.833709199147677,0.6439359806475029,0.832422218338037,0.957423127429801,0.8130884756108623,0.9706620347924696,0.39298954132318703,1.9992756648026055,0.6547819481189677
0.8035131965250255,0.6428021916269591,0.8767538860654517,0.920740509550118,0.8394082238497278,0.9719198737591256,0.34439253531338554,1.8298790581430833,0.5940838007067402
0.8046688987902698,0.672443051360928,0.8247270223714382,0.9405821514935756,0.8470782725297245,0.9787555779693136,0.3345025771967861,1.8135442751345099,0.581322827509005
0.8294568959091289,0.6189166780710899,0.8794234246029375,0.9227456275469288,0.8022957567506801,1.0138187381959018,0.3370453048891309,1.8483239064770722,0.5902581416958065
0.8238208657304161,0.7442551240926478,0.883442816716474,0.9350095270884742,0.8192716145598025,0.9645184847244345,0.32583494751482706,1.8083042765415889,0.580448812568441
0.7787430738719319,0.5933626100039762,0.9092228611621657,0.9253205382464955,0.7225270293581489,1.0027548847932197,0.32031610081151324,1.769971674862259,0.5670494089420612
0.7978290708240046,0.6007750059955943,0.8381610275689223,0.9136463637510246,0.8689634630075806,0.9593611111111111,0.3268771302791371,1.8685971905740608,0.598113409425441
